timestamp;cut_torque_target;cut_lag error_target;cut_position_target;cut_speed_target;film_position_target;film_speed_target;film_lag_error_target;cut_torque_predicted;cut_lag error_predicted;cut_position_predicted;cut_speed_predicted;film_position_predicted;film_speed_predicted;film_lag_error_predicted;prediction_loss;cut_torque_residuas;cut_lag_error_residual;cut_position_residual;cut_speed_residual;film_position_residual;film_speed_residual;film_lag_error_residual
44.0;;;;;;;;;;;;;;;;-0.9257296919822693;0.4897636901587248;23.48355269432068;-0.8566075563430786;5.731764316558838;-2.7651997804641724;-1.4678239822387693
45.0;;;;;;;;;;;;;;;;-0.956318736076355;0.2716488540172577;23.425913572311398;-0.8328844010829926;5.694833278656006;-2.7807784676551823;-1.0332908034324646
46.0;;;;;;;;;;;;;;;;-0.9428179860115053;-0.09257197380065918;23.386890411376953;-0.8080215454101562;5.678361177444458;-2.749742984771728;-0.6340834647417068
47.0;;;;;;;;;;;;;;;;-0.9632502198219297;0.00022035837173461914;23.376692056655887;-0.7904381453990936;5.679926872253418;-2.742371559143066;-0.28871841728687286
48.0;;;;;;;;;;;;;;;;-1.0484011769294739;0.16723258793354034;23.374292373657227;-0.7676302790641785;5.684746980667116;-2.6958175897598267;-0.14707593619823456
49.0;;;;;;;;;;;;;;;;-1.0316449403762817;-0.07095503807067871;23.37396001815796;-0.7513232529163361;5.69182538986206;-2.6688772439956665;-0.19433097541332245
50.0;;;;;;;;;;;;;;;;-1.0307144522666931;-0.09741732478141785;23.374227523803707;-0.7396146655082703;5.698347568511962;-2.6516274213790894;-0.23964525759220123
51.0;;;;;;;;;;;;;;;;-1.053517997264862;-0.04969596862792969;23.37454128265381;-0.7276603579521179;5.702855348587036;-2.6338974237442017;-0.43048395216464996
52.0;;;;;;;;;;;;;;;;-0.9954367876052856;-0.15434679388999933;23.37398099899292;-0.7109447121620178;5.703808546066285;-2.6162607669830322;-0.6117163747549057
53.0;;;;;;;;;;;;;;;;-1.018661916255951;-0.10813251137733465;23.37424755096436;-0.7102519273757935;5.702168941497803;-2.602676689624786;-0.8631926923990247
54.0;;;;;;;;;;;;;;;;-1.1281078457832336;0.23454132676124573;23.376295566558838;-0.703926295042038;5.701051235198975;-2.590437352657318;-0.9979123920202255
55.0;;;;;;;;;;;;;;;;-1.1654288172721863;0.36079175025224686;23.376482486724854;-0.6945436894893646;5.697845697402954;-2.5881664156913757;-0.9764881879091263
56.0;;;;;;;;;;;;;;;;-0.9848400950431822;-0.16084900498390198;23.375896692276;-0.6803195476531984;5.692517042160034;-2.59541392326355;-0.7371222525835037
57.0;;;;;;;;;;;;;;;;-1.1022788286209106;-0.02802935242652893;23.375951766967773;-0.6775895953178406;5.688087463378906;-2.5844284296035767;-0.47394175827503204
58.0;;;;;;;;;;;;;;;;-1.1694944500923157;0.42884056828916073;23.374956130981445;-0.6601622402667999;5.684298753738403;-2.583760619163513;-0.16117967665195465
59.0;;;;;;;;;;;;;;;;-1.2392421960830688;0.4454173929989338;23.37459516525269;-0.6609649360179901;5.683729648590088;-2.5653452277183533;0.20274601131677628
60.0;;;;;;;;;;;;;;;;-1.1218931078910828;-0.007269710302352961;23.374427795410156;-0.6385422348976135;5.687350511550903;-2.5377805829048157;0.598025307059288
61.0;;;;;;;;;;;;;;;;-1.1231499314308167;0.008898615837097168;23.375308513641354;-0.6334578990936279;5.693413734436035;-2.5196828842163086;0.7933665364980698
62.0;;;;;;;;;;;;;;;;-1.199742615222931;0.20414261519908905;23.374762535095215;-0.6227673888206482;5.696939468383788;-2.494656562805176;0.8945911973714828
63.0;;;;;;;;;;;;;;;;-1.2122565507888794;0.32244292460381985;23.37502384185791;-0.6185978055000305;5.702051401138306;-2.456471562385559;0.9171388298273087
64.0;;;;;;;;;;;;;;;;-1.1776710152626035;0.08314487338066101;23.37658786773682;-0.5965435057878494;5.708685636520384;-2.439888060092926;0.8926424980163574
65.0;;;;;;;;;;;;;;;;-1.2241806387901306;0.2554521970450878;23.378694772720337;-0.5943089872598648;5.714182615280151;-2.4130755066871643;0.8408641666173935
66.0;;;;;;;;;;;;;;;;-1.1696357727050781;0.13434183597564697;23.378808975219727;-0.5756264626979828;5.714585542678833;-2.3996483087539673;0.7957355082035065
67.0;;;;;;;;;;;;;;;;-1.180899202823639;0.05926412343978882;23.378719329833984;-0.5754825174808502;5.7131574153900155;-2.4011630415916443;0.8979373872280121
68.0;;;;;;;;;;;;;;;;-1.231085419654846;0.3335471907630563;23.37934112548828;-0.5577808022499084;5.712274551391602;-2.3902419805526733;1.132193073630333
69.0;;;;;;;;;;;;;;;;-1.290586769580841;0.4047221392393112;23.38053417205811;-0.5532032251358033;5.712615489959717;-2.3817718625068665;1.4082607328891754
70.0;;;;;;;;;;;;;;;;-1.2074090838432312;0.08393292129039764;23.3815176486969;-0.5394787788391113;5.712452173233032;-2.3722652792930603;1.7783935815095901
71.0;;;;;;;;;;;;;;;;-1.0740060210227966;-0.2881618142127991;23.38339042663574;-0.5355873703956604;5.7158455848693865;-2.34649521112442;1.9440240412950514
72.0;;;;;;;;;;;;;;;;-1.1255772709846497;-0.15785473585128784;23.38626527786255;-0.5284575521945953;5.721007585525513;-2.30988746881485;1.9575246423482895
73.0;;;;;;;;;;;;;;;;-1.192085325717926;0.14702770113945007;23.390094757080078;-0.511598214507103;5.727273702621459;-2.2854472398757935;1.9378249794244764
74.0;;;;;;;;;;;;;;;;-1.0183733701705933;-0.1817159354686737;23.39410829544067;-0.4991423338651657;5.734506607055664;-2.2618438601493835;1.8625835478305814
75.0;;;;;;;;;;;;;;;;-0.9088866710662844;-0.5088300108909607;23.398067235946655;-0.4937814325094223;5.7413928508758545;-2.2314101457595825;1.6699958145618439
76.0;;;;;;;;;;;;;;;;-0.9382697939872742;-0.16593006253242487;23.400968074798588;-0.48004187643527985;5.7435829639434814;-2.2220321893692017;1.4279983788728712
77.0;;;;;;;;;;;;;;;;-0.8621760010719299;-0.407622754573822;23.40194821357727;-0.46256738156080246;5.7422518730163565;-2.216532826423645;1.2849735468626022
78.0;;;;;;;;;;;;;;;;-0.8002891540527343;-0.4836858808994293;23.402612447738647;-0.46261744946241373;5.740561246871948;-2.2118576169013977;1.2876043319702148
79.0;;;;;;;;;;;;;;;;-0.8697316646575928;-0.1581794917583466;23.405342340469357;-0.45457869023084646;5.740901947021483;-2.223079204559326;1.509922802448273
80.0;;;;;;;;;;;;;;;;-0.8656182885169983;0.13671612739562988;23.4068603515625;-0.44030430167913437;5.7389233112335205;-2.205575108528137;1.8466055989265444
81.0;;;;;;;;;;;;;;;;-0.7999764680862427;-0.19193372130393976;23.40717840194702;-0.41817477345466614;5.737353801727295;-2.1899425983428955;2.1546535193920135
82.0;;;;;;;;;;;;;;;;-0.7685601711273193;-0.1202324628829956;23.410449981689457;-0.4242423139512539;5.74012017250061;-2.18178653717041;2.4668640494346623
83.0;;;;;;;;;;;;;;;;-0.8377207517623902;0.06289416551589966;23.413952350616455;-0.4156322777271271;5.744996786117552;-2.145970940589905;2.702747479081154
84.0;;;;;;;;;;;;;;;;-0.8898175358772278;0.45101197063922877;23.417251586914062;-0.3975693639367819;5.750651359558107;-2.1386643648147583;2.8908723145723343
85.0;;;;;;;;;;;;;;;;-0.7821555733680725;0.13429376482963565;23.421216487884518;-0.3893466657027602;5.756915330886841;-2.1069051027297974;3.119658336043358
86.0;;;;;;;;;;;;;;;;-0.823013663291931;0.2505194209516049;23.425789833068848;-0.3892488246783614;5.763550758361816;-2.0593807101249695;2.9494441002607346
87.0;;;;;;;;;;;;;;;;-1.0199411511421204;0.9125992059707642;23.428243875503544;-0.3830911305267364;5.766611337661743;-2.0484355688095093;2.5007791072130203
88.0;;;;;;;;;;;;;;;;-1.0072240233421323;0.8804737031459808;23.428296327590942;-0.3642198871821165;5.7658531665802;-2.033313274383545;2.03809703886509
89.0;;;;;;;;;;;;;;;;-0.8841764926910398;0.3003398105502128;23.4270977973938;-0.36590622365474706;5.762206315994263;-2.025210201740265;1.7273875027894974
90.0;;;;;;;;;;;;;;;;-0.8375552892684937;0.17824268713593483;23.424985647201538;-0.3602576442062855;5.756968975067139;-2.027362048625946;1.5730570256710052
91.0;;;;;;;;;;;;;;;;-0.9910809397697449;0.770896852016449;23.420815944671634;-0.35943563655018806;5.746515274047851;-2.017382562160492;1.5631759017705917
92.0;;;;;;;;;;;;;;;;-0.8860198855400085;0.2508846125565469;23.41801071166992;-0.3437928482890129;5.736530780792236;-2.0282952189445496;1.6210447400808334
93.0;;;;;;;;;;;;;;;;-1.0683181285858152;0.7176690995693207;23.41865825653076;-0.3395164236426354;5.732306957244873;-2.0345557928085327;1.7567159682512283
94.0;;;;;;;;;;;;;;;;-1.098091959953308;0.8248075842857361;23.420550107955936;-0.3196618556976317;5.731541395187379;-2.0249480605125427;2.0577389597892766
95.0;;;;;;;;;;;;;;;;-1.0257958769798279;0.4194348007440567;23.42133808135986;-0.317159652709961;5.729947328567505;-2.0059478282928467;2.365341141819954
96.0;;;;;;;;;;;;;;;;-0.8062089681625367;-0.32148587703704834;23.422617435455322;-0.3039391040802001;5.729148864746094;-1.976525068283081;2.5224661380052567
97.0;;;;;;;;;;;;;;;;-0.7623895406723024;-0.3686826825141908;23.427730560302734;-0.29645478725433344;5.7352681159973145;-1.9582096338272095;2.3902110010385513
98.0;;;;;;;;;;;;;;;;-0.9681218862533569;0.3676825016736984;23.43283748626709;-0.2852009013295173;5.740814685821533;-1.944496989250183;2.216456726193428
99.0;;;;;;;;;;;;;;;;-1.0286642909049988;0.5214674770832062;23.439290285110474;-0.27063946425914764;5.749553680419921;-1.92999929189682;1.9847721606492998
100.0;;;;;;;;;;;;;;;;-1.0283082723617554;0.41239769756793976;23.444178581237793;-0.26746906340122223;5.755564451217651;-1.8939836025238037;1.7260635644197464
101.0;;;;;;;;;;;;;;;;-0.9109981060028076;-0.059477299451828;23.444748401641846;-0.2616475075483322;5.755146503448486;-1.8928802013397217;1.4917137026786804
102.0;;;;;;;;;;;;;;;;-0.8623576760292053;-0.13701421022415158;23.44184064865112;-0.2554872184991836;5.746317625045776;-1.8772923350334167;1.2912462055683136
103.0;;;;;;;;;;;;;;;;-1.1223267912864685;0.8993062376976013;23.43919849395752;-0.24844001233577728;5.73669958114624;-1.8837476372718809;1.139499843120575
104.0;;;;;;;;;;;;;;;;-1.0022290349006655;0.23519436456263065;23.439214706420895;-0.23595096170902255;5.731647968292236;-1.8838590383529663;1.106527179479599
105.0;;;;;;;;;;;;;;;;-0.8124742507934569;-0.250103622674942;23.439926147460938;-0.22229336202144628;5.726758003234864;-1.8877559304237366;1.2844813168048859
106.0;;;;;;;;;;;;;;;;-1.0482266545295715;0.5386711359024048;23.44190549850464;-0.22421391308307648;5.723985910415648;-1.8802043795585635;1.4988596737384798
107.0;;;;;;;;;;;;;;;;-1.0971586108207703;0.7135796844959259;23.442963123321533;-0.2108680903911591;5.7208006381988525;-1.8504940271377563;1.3706691563129427
108.0;;;;;;;;;;;;;;;;-1.1236403584480286;0.6768915355205536;23.443220615386963;-0.20434942841529846;5.717931032180785;-1.8361093997955322;1.103378802537918
109.0;;;;;;;;;;;;;;;;-1.1200302243232727;0.5966960191726685;23.44747829437256;-0.19608134031295782;5.722359895706177;-1.826079547405243;0.945475310087204
110.0;;;;;;;;;;;;;;;;-1.1856271028518677;0.7191485166549683;23.44780445098877;-0.1788192093372344;5.721129655838013;-1.8074713349342346;0.7604373246431351
111.0;;;;;;;;;;;;;;;;-1.2356114983558655;0.7342893183231354;23.445120334625244;-0.183397114276886;5.7128753662109375;-1.8080306053161619;0.6577877998352051
112.0;;;;;;;;;;;;;;;;-1.2707611918449402;0.6930513083934784;23.44444966316223;-0.1816374957561493;5.70628809928894;-1.8176070451736448;0.8657593578100204
113.0;;;;;;;;;;;;;;;;-1.2398536205291748;0.3836353048682213;23.445331096649173;-0.1647772192955017;5.700741291046143;-1.8088566064834595;1.0334835201501844
114.0;;;;;;;;;;;;;;;;-1.2166451811790466;0.2964597144164145;23.44637060165405;-0.1552373766899109;5.697745084762572;-1.7969786524772644;0.9510589092969894
115.0;;;;;;;;;;;;;;;;-0.9251381754875183;-0.7598053216934204;23.44888401031494;-0.14807295799255366;5.696411371231079;-1.7789493203163147;0.962272897362709
116.0;;;;;;;;;;;;;;;;-0.9276540875434875;-0.6959439516067505;23.45342779159546;-0.13939186930656433;5.699136734008789;-1.7616703510284422;0.7451950013637543
117.0;;;;;;;;;;;;;;;;-1.0296403765678406;-0.004922956228256226;23.46033477783203;-0.1264687180519104;5.705811738967895;-1.746495544910431;0.40682251751422877
118.0;;;;;;;;;;;;;;;;-1.1717245578765871;0.5976909399032593;23.467310428619385;-0.11755791306495667;5.711562395095825;-1.750308871269226;0.5346789509057999
119.0;;;;;;;;;;;;;;;;-0.8419539928436278;-0.4163357019424439;23.471799612045288;-0.09294000267982483;5.713340282440187;-1.736011028289795;0.8788973540067673
120.0;;;;;;;;;;;;;;;;-0.7152692079544067;-0.8875123262405398;23.475542545318607;-0.09179493784904486;5.714947462081911;-1.7286269068717959;1.1187735944986343
121.0;;;;;;;;;;;;;;;;-0.9303357005119324;0.08111752569675446;23.476613759994503;-0.09491676092147827;5.711223363876343;-1.7103118300437925;1.2289253324270248
122.0;;;;;;;;;;;;;;;;-0.9373816847801208;0.3521574065089226;23.478862285614014;-0.0819706916809082;5.711759090423585;-1.6703702807426453;1.1144955903291704
123.0;;;;;;;;;;;;;;;;-0.7089266180992126;-0.16119611263275146;23.48403739929199;-0.06814542412757874;5.719694375991821;-1.6745805144309998;0.9782520085573196
124.0;;;;;;;;;;;;;;;;-0.594545304775238;-0.6978395581245423;23.4916501045227;-0.06268039345741272;5.7308595180511475;-1.6447563767433167;0.8149040937423706
125.0;;;;;;;;;;;;;;;;-1.0334669947624207;1.0163933336734772;23.494251251220703;-0.0703620314598083;5.732142210006714;-1.6069045662879944;0.41552211344242096
126.0;;;;;;;;;;;;;;;;-1.116028368473053;1.5162104368209839;23.492432594299316;-0.04950025677680969;5.725839376449585;-1.6260427236557007;0.24131658673286438
127.0;;;;;;;;;;;;;;;;-0.9733071923255923;0.7215366661548615;23.492365837097168;-0.04015552997589106;5.720935821533203;-1.621000051498413;0.28980278968811035
128.0;;;;;;;;;;;;;;;;-0.8688766360282897;0.20817294716835016;23.492831230163574;-0.033000230789184626;5.715183734893799;-1.6209213137626648;0.4822591692209243
129.0;;;;;;;;;;;;;;;;-0.781712532043457;-0.017075359821319525;23.490129709243774;-0.03575906157493591;5.7042109966278085;-1.632215976715088;0.9330294281244278
130.0;;;;;;;;;;;;;;;;-0.8012952804565431;0.09065589308738708;23.486675262451172;-0.04687538743019104;5.692193984985352;-1.5961300134658813;1.2304420322179792
131.0;;;;;;;;;;;;;;;;-1.0526201128959654;0.827881783246994;23.493043899536133;-0.0452081561088562;5.698899030685425;-1.5616093873977661;0.9739219397306442
132.0;;;;;;;;;;;;;;;;-1.1327521800994873;1.1080609560012817;23.502641201019287;-0.00571978092193598;5.711470365524293;-1.5391905307769775;0.5008513182401657
133.0;;;;;;;;;;;;;;;;-0.9489794373512268;0.16027177870273587;23.506944179534912;-0.0029460191726685125;5.718111515045166;-1.55078786611557;0.2684602290391922
134.0;;;;;;;;;;;;;;;;-1.034804344177246;0.5836848318576813;23.508051872253418;-0.0017363429069518488;5.717782497406006;-1.545026957988739;0.6934480220079422
135.0;;;;;;;;;;;;;;;;-1.1922840476036074;0.9725371599197388;23.506081104278564;-0.004708290100097545;5.710168361663818;-1.5204209089279175;1.0441591888666153
136.0;;;;;;;;;;;;;;;;-1.156425952911377;0.8547917902469635;23.504908561706543;0.0035607814788818914;5.700794458389281;-1.5131433010101318;0.9503534585237503
137.0;;;;;;;;;;;;;;;;-1.0510308742523193;0.2541574500501156;23.507911443710327;0.010536819696426392;5.700096607208252;-1.4985451698303223;0.5374611169099808
138.0;;;;;;;;;;;;;;;;-0.9556841254234314;-0.02623501420021057;23.513962268829346;0.023226112127303966;5.705047607421875;-1.487731158733368;0.08526450628414749
139.0;;;;;;;;;;;;;;;;-1.0031776428222656;0.045868098735809326;23.51587724685669;0.01974365115165705;5.705152988433838;-1.4981724619865417;0.3265715688467026
140.0;;;;;;;;;;;;;;;;-1.3270883560180664;1.3399575352668762;23.5184109210968;0.024377048015594427;5.703569173812867;-1.4873312711715698;0.7519402652978897
141.0;;;;;;;;;;;;;;;;-1.1981703639030454;0.9356802999973297;23.522303581237793;0.04384124279022211;5.702847480773926;-1.4712095260620117;1.0745528787374496
142.0;;;;;;;;;;;;;;;;-1.174108564853668;0.6263973712921143;23.526247262954712;0.05528217554092413;5.702099084854126;-1.443821370601654;0.996619924902916
143.0;;;;;;;;;;;;;;;;-0.9462162852287292;-0.3099353313446045;23.52874517440796;0.06058698892593384;5.702542543411255;-1.4419443607330322;0.9897184520959855
144.0;;;;;;;;;;;;;;;;-0.9626935124397278;0.04475447535514823;23.530649662017822;0.06673723459243774;5.70526385307312;-1.4083882570266724;1.0259848088026047
145.0;;;;;;;;;;;;;;;;-0.7578484416007996;-0.6497443914413452;23.532679080963135;0.07061898708343506;5.708103418350219;-1.4052733778953552;0.9182309657335281
146.0;;;;;;;;;;;;;;;;-0.8220208287239076;0.049555823206901634;23.542155742645264;0.08269530534744257;5.717987775802612;-1.3793007731437683;0.759054496884346
147.0;;;;;;;;;;;;;;;;-0.9514663815498352;0.19975341111421585;23.55081081390381;0.10096049308776855;5.7251410484313965;-1.3606107831001282;0.5648191124200821
148.0;;;;;;;;;;;;;;;;-0.8028500080108644;-0.016525775194168035;23.557560443878174;0.12931305170059204;5.730772256851197;-1.355540692806244;0.6395973414182663
149.0;;;;;;;;;;;;;;;;-0.640364408493042;-0.5268560945987701;23.560140132904053;0.11415576934814448;5.728846788406372;-1.334513247013092;0.43430061638355255
150.0;;;;;;;;;;;;;;;;-0.6832444071769714;-0.0777069628238678;23.564268350601196;0.11708319187164312;5.728335380554198;-1.3177958726882935;0.1652783639729023
151.0;;;;;;;;;;;;;;;;-0.9017165899276736;0.6236457228660583;23.565334796905518;0.09661427140235901;5.722915410995483;-1.3209771513938904;-0.07351632416248319
152.0;;;;;;;;;;;;;;;;-0.7598209381103516;0.3461964800953865;23.568475723266605;0.11944988369941706;5.720917940139772;-1.3516258001327515;0.41277988255023956
153.0;;;;;;;;;;;;;;;;-0.8518916964530946;0.5419115573167801;23.571590662002563;0.10378950834274292;5.720566034317017;-1.3126423954963684;0.7729684561491013
154.0;;;;;;;;;;;;;;;;-0.8812267184257507;0.602387011051178;23.573018550872803;0.11249935626983643;5.717468738555907;-1.295286774635315;0.9761828929185867
155.0;;;;;;;;;;;;;;;;-1.028475284576416;1.1225353479385376;23.57310152053833;0.13205000758171082;5.7137134075164795;-1.2550402283668518;0.6372806280851364
156.0;;;;;;;;;;;;;;;;-0.7829055190086365;0.30535472743213177;23.574496269226078;0.134660005569458;5.714524507522583;-1.264855146408081;0.3836577981710434
157.0;;;;;;;;;;;;;;;;-1.0037530064582825;0.8454779386520386;23.578481674194332;0.13996261358261114;5.72106146812439;-1.2511179447174072;0.4080110043287277
158.0;;;;;;;;;;;;;;;;-1.0233536362648012;0.8837682008743286;23.579938411712646;0.14731347560882568;5.71953821182251;-1.2333945035934448;0.5260297805070877
159.0;;;;;;;;;;;;;;;;-0.6710292100906372;-0.2888651490211487;23.58075666427612;0.1510903835296632;5.715805292129517;-1.2225590944290161;0.5827550739049911
160.0;;;;;;;;;;;;;;;;-0.9636179804801943;0.5743088722229004;23.584136486053467;0.1270645260810852;5.711459159851073;-1.2255801558494568;0.7003352791070938
161.0;;;;;;;;;;;;;;;;-1.2107285857200623;1.286820113658905;23.59035158157349;0.1568167805671692;5.715642213821411;-1.1873258650302887;0.5893895477056503
162.0;;;;;;;;;;;;;;;;-1.1786970496177673;1.1061259806156158;23.59263515472412;0.17138493061065674;5.71575403213501;-1.1922730803489685;0.46301867067813873
163.0;;;;;;;;;;;;;;;;-0.6132928133010864;-1.0959143936634064;23.595969200134277;0.17356270551681519;5.718047380447388;-1.1921125054359436;0.48505817353725433
